2017-10-19,5727.6335
2017-10-20,5979.45984
2017-10-21,6020.371683
2017-10-22,5983.18455
2017-10-23,5876.079867
2017-10-24,5505.827767
2017-10-25,5669.622533
2017-10-26,5893.138417
2017-10-27,5772.504983
2017-10-28,5776.69695
2017-10-29,6155.43402
2017-10-30,6105.87422
2017-10-31,6388.645167
2017-11-01,6665.306683
2017-11-02,7068.0201
2017-11-03,7197.72006
2017-11-04,7437.543317
2017-11-05,7377.012367
2017-11-06,6989.071667
2017-11-07,7092.127233
2017-11-08,7415.87825
2017-11-09,7158.03706
2017-11-10,6719.39785
2017-11-11,6362.851033
2017-11-12,5716.301583
2017-11-13,6550.227533
2017-11-14,6635.412633
2017-11-15,7301.42992
2017-11-16,7815.0307
2017-11-17,7786.884367
2017-11-18,7817.140383
2017-11-19,8007.654067
2017-11-20,8255.596817
2017-11-21,8059.8
2017-11-22,8268.035
2017-11-23,8148.95
2017-11-24,8250.978333
2017-11-25,8707.407267
2017-11-26,9284.1438
2017-11-27,9718.29505
2017-11-28,9952.50882
2017-11-29,9879.328333
2017-11-30,10147.372
2017-12-01,10883.912
2017-12-02,11071.36833
2017-12-03,11332.622
2017-12-04,11584.83
2017-12-05,11878.43333
2017-12-06,13540.98
2017-12-07,16501.97167
2017-12-08,16007.43667
2017-12-09,15142.83415
2017-12-10,14869.805
2017-12-11,16762.11667
2017-12-12,17276.39333
2017-12-13,16808.36667
2017-12-14,16678.892
2017-12-15,17771.9
2017-12-16,19498.68333
2017-12-17,19289.785
2017-12-18,18961.85667
2017-12-19,17737.11167
2017-12-20,16026.27167
2017-12-21,16047.51
2017-12-22,15190.945
2017-12-23,15360.26167
2017-12-24,13949.175
2017-12-25,14119.02833
2017-12-26,15999.04833
2017-12-27,15589.32167
2017-12-28,14380.58167
2017-12-29,14640.14
2017-12-30,13215.574
2017-12-31,14165.575
2018-01-01,13812.18667
2018-01-02,15005.85667
2018-01-03,15053.26167
2018-01-04,15199.355
2018-01-05,17174.12
2018-01-06,17319.198
2018-01-07,16651.47167
2018-01-08,15265.90667
2018-01-09,14714.25333
2018-01-10,15126.39833
2018-01-11,13296.794
2018-01-12,13912.882
2018-01-13,14499.77333
2018-01-14,13852.92
2018-01-15,14012.196
2018-01-16,11180.99833
2018-01-17,11116.94667
2018-01-18,11345.42333
2018-01-19,11422.44
2018-01-20,12950.79333
2018-01-21,11505.228
2018-01-22,10544.59333
2018-01-23,11223.064
2018-01-24,11282.25833
2018-01-25,11214.44
2018-01-26,10969.815
2018-01-27,11524.77667
2018-01-28,11765.71
2018-01-29,11212.655
2018-01-30,10184.06167
2018-01-31,10125.01333
2018-02-01,9083.258333
2018-02-02,8901.901667
2018-02-03,9076.678333
2018-02-04,8400.648333
2018-02-05,6838.816667
2018-02-06,7685.633333
2018-02-07,8099.958333
2018-02-08,8240.536667
2018-02-09,8535.516667
2018-02-10,8319.876566
2018-02-11,8343.455
2018-02-12,8811.343333
2018-02-13,8597.7675
2018-02-14,9334.633333
2018-02-15,9977.154
2018-02-16,10127.16167
2018-02-17,10841.99167
2018-02-18,10503.29833
2018-02-19,11110.965
2018-02-20,11390.39167
2018-02-21,10532.79167
2018-02-22,9931.071667
2018-02-23,10162.11667
2018-02-24,9697.956
2018-02-25,9696.593333
2018-02-26,10348.60333
2018-02-27,10763.88333
2018-02-28,10370.165
2018-03-01,11009.38167
2018-03-02,11055.815
2018-03-03,11326.94833
2018-03-04,11430.18167
2018-03-05,11595.54
2018-03-06,10763.19833
2018-03-07,10118.058
2018-03-08,9429.111667
2018-03-09,9089.278333
2018-03-10,8746.002
2018-03-11,9761.396667
2018-03-12,9182.843333
2018-03-13,9154.7
2018-03-14,8151.531667
2018-03-15,8358.121667
2018-03-16,8530.402
